id,category,expected_decision,needs_manual_review,review_reasons,query,expected_entities,selected_observations_total,selection_rules,numeric_facts_count,temporal_facts_count,topology_count,missing_facts_count,missing_facts,wkt_count,wkt_verified_count
191,implicit,ANSWER,True,aggregate_or_comparison_requires_review | causal_claim_requires_definition | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored,Проанализируйте динамику изменения биоразнообразия в дельте реки Бызж под влиянием интенсивного забора воды.,Byzhy River,3,requested_predicate_match,3,0,0,3,causal_or_impact_conclusion | aggregate_or_comparative_conclusion | analysis_conclusion,1,1
192,implicit,ANSWER,True,causal_claim_requires_definition | derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Исследуйте влияние сезонных колебаний стока реки Бутак на устойчивость местных агроценозов.,Butak River,3,requested_predicate_match,3,9,0,2,derived_numeric_conclusion | causal_or_impact_conclusion,1,1
193,implicit,ANSWER,True,forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored | sufficiency_or_management_requires_review,Сделайте прогноз потребности в воде для орошения в бассейне реки Токыраун на основе исторических данных о стоке.,Tokyraun River,3,requested_predicate_match,3,9,0,2,management_sufficiency_conclusion | forecast_or_probability,1,1
194,implicit,ANSWER,True,causal_effect_wording_requires_review | requested_fact_missing_or_not_directly_stored,Как изменение гидрологического режима реки Шарын может повлиять на развитие экологического туризма в регионе?,Sharyn River,1,structural_fallback,0,0,2,1,causal_effect_conclusion,1,1
195,implicit,ANSWER,True,causal_claim_requires_definition | requested_fact_missing_or_not_directly_stored | threshold_or_risk_requires_definition,Оцените риски засоления почв вблизи реки Уржар вследствие неэффективного использования поливной воды.,Urzhar River,1,structural_fallback,0,0,0,2,threshold_or_risk_conclusion | causal_or_impact_conclusion,1,1
196,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Проведи сравнительный анализ исторических показателей расхода воды в Koksu River и Emel River за последние 10 лет для выявления сезонных закономерностей.,Koksu River | Emel River,2,requested_predicate_match | requested_predicate_match,2,6,0,1,derived_numeric_conclusion,2,2
197,implicit,ANSWER,True,derived_numeric_answer_requires_definition | forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,"На основе исторических данных о стоке, разработай модель прогнозирования пиковых паводков для реки Aksu River на следующий сезон.",Aksu River,3,requested_predicate_match,6,9,0,3,derived_numeric_conclusion | season_or_period_filtered_evidence | forecast_or_probability,1,1
198,implicit,ANSWER,True,derived_numeric_answer_requires_definition | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored,Проанализируй долгосрочные тренды изменения уровня воды в бассейнах рек Lepsy River и Turgen River.,Lepsy River | Turgen River,6,requested_predicate_match | requested_predicate_match,6,0,0,2,derived_numeric_conclusion | analysis_conclusion,2,2
199,implicit,ANSWER,True,aggregate_or_comparison_requires_review | derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Оцени корреляцию между историческими изменениями осадков и динамикой стока в реках Urzhar River и Byzhy River.,Urzhar River | Byzhy River,6,requested_predicate_match | requested_predicate_match,6,18,0,2,derived_numeric_conclusion | aggregate_or_comparative_conclusion,2,2
200,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,"Выяви годы экстремальных паводков в Kishi Osek River, сравнив текущие показатели с историческими записями.",Kishi Osek River,1,temporal_evidence_match,0,3,0,2,derived_numeric_conclusion | season_or_period_filtered_evidence,1,1
201,implicit,ANSWER,True,forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review | threshold_or_risk_requires_definition,"Создай модель прогнозирования риска летней засухи для бассейна, включающего Aksu River и Lepsy River, используя исторические данные.",Aksu River | Lepsy River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,3,threshold_or_risk_conclusion | season_or_period_filtered_evidence | forecast_or_probability,2,2
202,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,"Определи, какая из рек демонстрирует более значительную межгодовую изменчивость стока: Emel River или Turgen River, на основе ретроспективного анализа.",Emel River | Turgen River,6,requested_predicate_match | requested_predicate_match,9,0,0,1,derived_numeric_conclusion,2,2
203,implicit,ANSWER,True,forecast_requires_manual_review | requested_fact_missing_or_not_directly_stored | season_or_period_filter_requires_review,"Рассчитай вероятность превышения порога 50-летнего паводка для Koksu River, используя исторический ряд данных.",Koksu River,3,temporal_evidence_match,0,9,0,2,season_or_period_filtered_evidence | forecast_or_probability,1,1
204,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Сравни гидрологические режимы рек Byzhy River и Urzhar River на основе их исторических рядов стока.,Byzhy River | Urzhar River,6,requested_predicate_match | requested_predicate_match,6,18,0,1,derived_numeric_conclusion,2,2
205,implicit,ANSWER,True,aggregate_or_comparison_requires_review | causal_effect_wording_requires_review | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored,"Проанализируй, как исторические изменения в сроках снеготаяния повлияли на динамику стока в Lepsy River.",Lepsy River,3,requested_predicate_match,6,9,0,3,aggregate_or_comparative_conclusion | causal_effect_conclusion | analysis_conclusion,1,1
206,implicit,ANSWER,True,forecast_model_requires_review | requested_fact_missing_or_not_directly_stored | sufficiency_or_management_requires_review,"Разработай прогностическую модель доступности воды в бассейне рек Aksu River и Kishi Osek River, опираясь на исторические показатели.",Aksu River | Kishi Osek River,6,temporal_evidence_match | temporal_evidence_match,0,18,0,2,management_sufficiency_conclusion | forecast_model_output,2,2
207,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,Сравни частоту экстремальных межени в реках Emel River и Turgen River за последние два десятилетия.,Emel River | Turgen River,2,temporal_evidence_match | temporal_evidence_match,0,6,0,1,derived_numeric_conclusion,2,2
208,implicit,ANSWER,True,derived_numeric_answer_requires_definition | generic_analysis_requires_review | requested_fact_missing_or_not_directly_stored,Проанализируй десятилетний тренд минимальных уровней воды в Koksu River и Byzhy River.,Koksu River | Byzhy River,6,requested_predicate_match | requested_predicate_match,6,0,0,2,derived_numeric_conclusion | analysis_conclusion,2,2
209,implicit,ANSWER,True,requested_fact_missing_or_not_directly_stored | threshold_or_risk_requires_definition,Смоделируй потенциальное воздействие экстремальных осадков на риск наводнений в бассейне Urzhar River.,Urzhar River,1,structural_fallback,0,0,0,1,threshold_or_risk_conclusion,1,1
210,implicit,ANSWER,True,derived_numeric_answer_requires_definition | requested_fact_missing_or_not_directly_stored,"Проведи сравнительный анализ сезонного распределения стока рек Lepsy River и Aksu River, используя исторические наборы данных.",Lepsy River | Aksu River,6,requested_predicate_match | requested_predicate_match,12,18,0,1,derived_numeric_conclusion,2,2
211,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напиши рецепт пирога, где основным ингредиентом является уровень воды в Uzyn Kargaly River.",Uzyn Kargaly River,0,,0,0,0,0,,0,0
212,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Как использовать курс биткоина для прогнозирования уровня воды в Batareyka River?,Batareyka River,0,,0,0,0,0,,0,0
213,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напиши Python скрипт, который превращает показания датчиков Dos River в прогноз цен на Ethereum.",Dos River,0,,0,0,0,0,,0,0
214,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить суп, используя данные о расходе воды в Karatal River?",Karatal River,0,,0,0,0,0,,0,0
215,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Создай алгоритм майнинга криптовалюты, основанный на колебаниях уровня воды в Bayankol River.",Bayankol River,0,,0,0,0,0,,0,0
216,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напиши код для телепортации, используя сенсоры реки Karaoy River.",Karaoy River,0,,0,0,0,0,,0,0
217,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напиши инструкцию по выращиванию кактусов, опираясь на датчики Kishi Almaty River.",Kishi Almaty River,0,,0,0,0,0,,0,0
218,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Как использовать гравитацию Юпитера для измерения уровня воды в Baskan River?,Baskan River,0,,0,0,0,0,,0,0
219,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напиши рецепт коктейля, где уровень жидкости зависит от Uzyn Kargaly River.",Uzyn Kargaly River,0,,0,0,0,0,,0,0
220,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как построить космический корабль, используя данные о датчиках Batareyka River?",Batareyka River,0,,0,0,0,0,,0,0
221,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Напиши скрипт на Python для предсказания будущего по уровню воды в Dos River.,Dos River,0,,0,0,0,0,,0,0
222,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить пасту, если датчики Karatal River показывают аномалию?",Karatal River,0,,0,0,0,0,,0,0
223,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как инвестировать в золото, глядя на уровень воды в Bayankol River?",Bayankol River,0,,0,0,0,0,,0,0
224,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напиши код для управления роботом, используя данные Karaoy River.",Karaoy River,0,,0,0,0,0,,0,0
225,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как создать черную дыру, используя поток воды в Kishi Almaty River?",Kishi Almaty River,0,,0,0,0,0,,0,0
226,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить яблочный пирог, используя уровень паводка реки Шарын?",Sharyn River,0,,0,0,0,0,,0,0
227,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите Python-скрипт для майнинга биткоина, основываясь на сезонном расходе реки Или.",Ile River,0,,0,0,0,0,,0,0
228,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как построить ракету, используя сезонные изменения реки Аягоз?",Ayagoz River,0,,0,0,0,0,,0,0
229,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Рецепт борща, вдохновленный риском наводнения реки Аксу.",Aksu River,0,,0,0,0,0,,0,0
230,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Напишите код на Python для предсказания курса Ethereum на основе стока реки Осек.,Osek River,0,,0,0,0,0,,0,0
231,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить пасту, используя данные о весеннем половодье реки Коктал?",Koktal River,0,,0,0,0,0,,0,0
232,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как рассчитать траекторию полета на Луну, используя уровень воды в реке Каскелен?",Kaskelen River,0,,0,0,0,0,,0,0
233,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Создайте Python-скрипт для создания NFT, основываясь на паводке реки Кумбель.",Kumbel River,0,,0,0,0,0,,0,0
234,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Инструкция по приготовлению пиццы, используя сезонный разлив реки Шарын.",Sharyn River,0,,0,0,0,0,,0,0
235,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как запустить спутник, используя расход воды реки Или?",Ile River,0,,0,0,0,0,,0,0
236,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите алгоритм на Python для торговли криптовалютой, используя уровень реки Аягоз?",Ayagoz River,0,,0,0,0,0,,0,0
237,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Рецепт коктейля 'Весенний паводок реки Аксу'.,Aksu River,0,,0,0,0,0,,0,0
238,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как создать блокчейн, используя данные о стоке реки Осек?",Osek River,0,,0,0,0,0,,0,0
239,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите Python-скрипт для игры в космосе, используя уровень реки Коктал?",Koktal River,0,,0,0,0,0,,0,0
240,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как испечь хлеб, используя сезонные колебания реки Каскелен?",Kaskelen River,0,,0,0,0,0,,0,0
241,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Напишите Python-скript для расчета расстояния между рекой Талгар и Луной.,Talgar River,0,,0,0,0,0,,0,0
242,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить пирог, форма которого повторяет разветвление притоков реки Тентек?",Tentek River,0,,0,0,0,0,,0,0
243,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Какой криптовалютный алгоритм лучше всего подходит для моделирования географических координат реки Кумбель?,Kumbel River,0,,0,0,0,0,,0,0
244,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите рецепт соуса, вкус которого соответствует топографии русла реки Дос.",Dos River,0,,0,0,0,0,,0,0
245,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как вычислить массу черной дыры, используя длину реки Караой?",Karaoy River,0,,0,0,0,0,,0,0
246,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Создайте программу на Python для поиска кратчайшего пути между созвездием Ориона и рекой Шилик.,Shilik River,0,,0,0,0,0,,0,0
247,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как добывать биткоины, используя данные о расположении притоков реки Каскелен?",Kaskelen River,0,,0,0,0,0,,0,0
248,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите эссе о колонизации Марса, основываясь на географических координатах реки Аксу.",Aksu River,0,,0,0,0,0,,0,0
249,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Рецепт коктейля, ингредиенты которого зависят от расстояния между рекой Талгар и Юпитером.",Talgar River,0,,0,0,0,0,,0,0
250,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите скрипт на Python, который рассчитывает орбиту спутника относительно топографической сети притоков реки Тентек.",Tentek River,0,,0,0,0,0,,0,0
251,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить десерт, визуально напоминающий гидрографическую сеть реки Кумбель?",Kumbel River,0,,0,0,0,0,,0,0
252,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Инструкция по созданию смарт-контракта, привязанного к географическим координатам реки Дос.",Dos River,0,,0,0,0,0,,0,0
253,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как рассчитать расстояние до Альфы Центавра, используя ширину реки Караой?",Karaoy River,0,,0,0,0,0,,0,0
254,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Python-скрипт для генерации случайных чисел на основе извилистости русла реки Шилик.,Shilik River,0,,0,0,0,0,,0,0
255,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Рецепт хлеба, текстура которого имитирует рельеф бассейна реки Каскелен.",Kaskelen River,0,,0,0,0,0,,0,0
256,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Рецепт блюда, которое можно приготовить, используя только воду из реки Талгар.",Talgar River,0,,0,0,0,0,,0,0
257,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите скрипт на Python для расчета потребности в поливе, основываясь на уровне воды в реке Баянколь.",Bayankol River,0,,0,0,0,0,,0,0
258,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как изменится курс биткоина, если уровень воды в реке Эмел упадет из-за засухи?",Emel River,0,,0,0,0,0,,0,0
259,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Может ли космический корабль использовать воду из реки Баскан для охлаждения двигателей?,Baskan River,0,,0,0,0,0,,0,0
260,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить органическое удобрение, используя ил из реки Караой?",Karaoy River,0,,0,0,0,0,,0,0
261,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Рецепт засолки овощей, если у нас есть только вода из реки Киши Осек.",Kishi Osek River,0,,0,0,0,0,,0,0
262,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите код на Python, который предсказывает популяцию рыб в реке Бутак на основе цен на нефть.",Butak River,0,,0,0,0,0,,0,0
263,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как вырастить картофель на Марсе, используя воду из реки Талгар?",Talgar River,0,,0,0,0,0,,0,0
264,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Создайте прогноз стоимости токенов, привязанных к уровню воды в реке Баянколь.",Bayankol River,0,,0,0,0,0,,0,0
265,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Расскажите анекдот про экологическую катастрофу на реке Эмел.,Emel River,0,,0,0,0,0,,0,0
266,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Напишите программу на Python для автоматического полива полей в бассейне реки Караой.,Karaoy River,0,,0,0,0,0,,0,0
267,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как приготовить освежающий напиток, используя лед из реки Баскан?",Baskan River,0,,0,0,0,0,,0,0
268,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Какая криптовалюта лучше всего подходит для инвестиций в сельское хозяйство реки Бутак?,Butak River,0,,0,0,0,0,,0,0
269,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как построить ферму на Луне, используя системы орошения реки Киши Осек?",Kishi Osek River,0,,0,0,0,0,,0,0
270,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напишите функцию на Python, которая рассчитывает индекс NDVI, используя только уровень воды в реке Талгар.",Talgar River,0,,0,0,0,0,,0,0
271,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Можно ли использовать исторические данные реки Bayankol River для предсказания курса биткоина?,Bayankol River,0,,0,0,0,0,,0,0
272,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Напиши Python-скрипт для сравнения темпов инфляции, используя данные реки Sharyn River.",Sharyn River,0,,0,0,0,0,,0,0
273,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как изменился состав традиционных рецептов хлеба, если сравнить их с периодом, когда рядом протекала Karatal River?",Karatal River,0,,0,0,0,0,,0,0
274,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Сравни динамику добычи золота в XIX и XX веках.,,0,,0,0,0,0,,0,0
275,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как предсказать вероятность солнечной вспышки, используя данные прошлых циклов?",,0,,0,0,0,0,,0,0
276,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Напиши код для моделирования роста популяции кроликов в зависимости от количества корма.,,0,,0,0,0,0,,0,0
277,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Сравни прибыльность акций технологического сектора за последние три десятилетия.,,0,,0,0,0,0,,0,0
278,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,"Как предсказать следующую волну миграции, основываясь на исторических трендах?",,0,,0,0,0,0,,0,0
279,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Напиши скрипт на Python для регрессионного анализа цен на недвижимость.,,0,,0,0,0,0,,0,0
280,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Сравни историческую стоимость проживания в крупных городах по сравнению с прошлым веком.,,0,,0,0,0,0,,0,0
281,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Сравни исторические методы прогнозирования погоды и современные алгоритмы.,,0,,0,0,0,0,,0,0
282,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Как предсказать падение стоимости криптовалюты на основе анализа волатильности?,,0,,0,0,0,0,,0,0
283,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Напиши функцию для сравнения двух временных рядов в библиотеке Pandas.,,0,,0,0,0,0,,0,0
284,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Как анализировать исторические изменения климата на Марсе?,,0,,0,0,0,0,,0,0
285,anomalous,ABSTAIN,True,verify_ood_semantic_boundary,Сравни эффективность различных стратегий трейдинга на основе исторических графиков.,,0,,0,0,0,0,,0,0
